Timestamp,Time,Source,Destination,Discovery,Packet_length,Payload_length,Sequence_number,Mac,Manufacturer,Src_device,Dst_device,Burst
1621912221,2021-05-25 08:10:21,0x00005465,0x00000000,0x00000000,45,8,50,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,251
1621912228,2021-05-25 08:10:28,0x00003d35,0x00000000,0x00000001,53,16,2,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,252
1621912229,2021-05-25 08:10:29,0x00000000,0x00003d35,0x00000001,45,8,177,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,252
1621912350,2021-05-25 08:12:30,0x0000ebb8,0x00000000,0x00000001,52,15,79,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,253
1621912350,2021-05-25 08:12:30,0x00000000,0x0000ebb8,0x00000001,45,8,188,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,253
1621912385,2021-05-25 08:13:05,0x00007181,0x00000000,0x00000001,52,15,28,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,254
1621912385,2021-05-25 08:13:05,0x00000000,0x00007181,0x00000001,45,8,191,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,254
1621912479,2021-05-25 08:14:39,0x0000f6cd,0x00000000,0x00000001,52,15,94,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,255
1621912479,2021-05-25 08:14:39,0x00000000,0x0000f6cd,0x00000000,50,13,201,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,255
1621912479,2021-05-25 08:14:39,0x0000f6cd,0x00000000,0x00000001,45,8,96,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,255
1621912486,2021-05-25 08:14:46,0x0000ebb8,0x00000000,0x00000001,53,16,91,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,256
1621912486,2021-05-25 08:14:46,0x00000000,0x0000ebb8,0x00000001,45,8,203,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,256
1621912498,2021-05-25 08:14:58,0x0000f800,0x00000000,0x00000001,53,16,187,00:0d:6f:00:12:b0:7e:2a,Ember Corporation,ZED,ZC,257
1621912498,2021-05-25 08:14:58,0x00000000,0x0000f800,0x00000001,49,8,205,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,257
1621912498,2021-05-25 08:14:58,0x00000000,0x0000f800,0x00000000,54,13,207,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,257
1621912499,2021-05-25 08:14:59,0x0000f800,0x00000000,0x00000000,45,8,188,00:0d:6f:00:12:b0:7e:2a,Ember Corporation,ZED,ZC,257
1621912502,2021-05-25 08:15:02,0x0000cbf8,0x00000000,0x00000001,53,16,137,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,258
1621912502,2021-05-25 08:15:02,0x00000000,0x0000cbf8,0x00000001,45,8,208,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,258
1621912502,2021-05-25 08:15:02,0x00000000,0x0000cbf8,0x00000000,50,13,210,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,258
1621912502,2021-05-25 08:15:02,0x0000cbf8,0x00000000,0x00000000,45,8,138,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,258
1621912506,2021-05-25 08:15:06,0x0000f800,0x00000000,0x00000001,48,11,190,00:0d:6f:00:12:b0:7e:2a,Ember Corporation,ZED,ZC,259
1621912506,2021-05-25 08:15:06,0x00000000,0x0000f800,0x00000001,49,8,211,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,259
1621912506,2021-05-25 08:15:06,0x00000000,0x0000f800,0x00000000,55,14,213,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,259
1621912507,2021-05-25 08:15:07,0x0000f800,0x00000000,0x00000000,45,8,191,00:0d:6f:00:12:b0:7e:2a,Ember Corporation,ZED,ZC,259
1621912522,2021-05-25 08:15:22,0x00005465,0x00000000,0x00000000,57,20,71,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,260
1621912522,2021-05-25 08:15:22,0x00000000,0x00005465,0x00000000,49,8,216,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,260
1621912522,2021-05-25 08:15:22,0x00000000,0x00005465,0x00000000,53,12,218,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,260
1621912522,2021-05-25 08:15:22,0x00005465,0x00000000,0x00000000,45,8,73,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,260
1621912529,2021-05-25 08:15:29,0x00003d35,0x00000000,0x00000001,53,16,4,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,261
1621912529,2021-05-25 08:15:29,0x00000000,0x00003d35,0x00000001,45,8,220,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,261
1621912622,2021-05-25 08:17:02,0x00005465,0x00000000,0x00000001,52,15,81,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,262
1621912622,2021-05-25 08:17:02,0x00000000,0x00005465,0x00000001,49,8,227,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,262
1621912622,2021-05-25 08:17:02,0x00000000,0x00005465,0x00000000,54,13,229,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,262
1621912622,2021-05-25 08:17:02,0x00005465,0x00000000,0x00000000,45,8,83,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,262
1621912651,2021-05-25 08:17:31,0x0000ebb8,0x00000000,0x00000001,52,15,105,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,263
1621912651,2021-05-25 08:17:31,0x00000000,0x0000ebb8,0x00000001,45,8,233,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,263
1621912688,2021-05-25 08:18:08,0x00007181,0x00000000,0x00000001,52,15,30,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,264
1621912688,2021-05-25 08:18:08,0x00000000,0x00007181,0x00000001,45,8,236,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,264
1621912718,2021-05-25 08:18:38,0x00008dc0,0x00000000,0x00000001,52,15,193,b0:ce:18:14:00:01:2a:02,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,265
1621912718,2021-05-25 08:18:38,0x00000000,0x00008dc0,0x00000001,49,8,240,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,265
1621912779,2021-05-25 08:19:39,0x0000f6cd,0x00000000,0x00000001,52,15,118,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,266
1621912779,2021-05-25 08:19:39,0x00000000,0x0000f6cd,0x00000000,50,13,247,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,266
1621912779,2021-05-25 08:19:39,0x0000f6cd,0x00000000,0x00000001,45,8,120,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,266
1621912805,2021-05-25 08:20:05,0x0000cbf8,0x00000000,0x00000001,53,16,140,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,267
1621912805,2021-05-25 08:20:05,0x00000000,0x0000cbf8,0x00000001,45,8,249,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,267
1621912805,2021-05-25 08:20:05,0x00000000,0x0000cbf8,0x00000000,50,13,251,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,267
1621912805,2021-05-25 08:20:05,0x0000cbf8,0x00000000,0x00000000,45,8,141,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,267
1621912822,2021-05-25 08:20:22,0x00005465,0x00000000,0x00000000,57,20,98,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,268
1621912822,2021-05-25 08:20:22,0x00000000,0x00005465,0x00000000,49,8,255,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,268
1621912822,2021-05-25 08:20:22,0x00000000,0x00005465,0x00000000,53,12,1,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,268
1621912822,2021-05-25 08:20:22,0x00005465,0x00000000,0x00000000,45,8,100,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,268
1621912829,2021-05-25 08:20:29,0x00003d35,0x00000000,0x00000001,53,16,6,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,269
1621912829,2021-05-25 08:20:29,0x00000000,0x00003d35,0x00000001,45,8,2,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,269
1621912952,2021-05-25 08:22:32,0x0000ebb8,0x00000000,0x00000001,52,15,127,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,270
1621912953,2021-05-25 08:22:33,0x00000000,0x0000ebb8,0x00000001,45,8,13,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,270
1621912990,2021-05-25 08:23:10,0x00007181,0x00000000,0x00000001,52,15,32,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,271
1621912990,2021-05-25 08:23:10,0x00000000,0x00007181,0x00000001,45,8,16,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,271
1621913079,2021-05-25 08:24:39,0x0000f6cd,0x00000000,0x00000001,52,15,141,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,272
1621913079,2021-05-25 08:24:39,0x00000000,0x0000f6cd,0x00000000,50,13,26,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,272
1621913079,2021-05-25 08:24:39,0x0000f6cd,0x00000000,0x00000001,45,8,143,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,272
1621913088,2021-05-25 08:24:48,0x0000ebb8,0x00000000,0x00000001,53,16,139,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,273
1621913089,2021-05-25 08:24:49,0x00000000,0x0000ebb8,0x00000001,45,8,27,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,273
1621913108,2021-05-25 08:25:08,0x0000cbf8,0x00000000,0x00000001,53,16,143,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,274
1621913108,2021-05-25 08:25:08,0x00000000,0x0000cbf8,0x00000001,45,8,30,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,274
1621913108,2021-05-25 08:25:08,0x00000000,0x0000cbf8,0x00000000,50,13,32,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,274
1621913108,2021-05-25 08:25:08,0x0000cbf8,0x00000000,0x00000000,45,8,144,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,274
1621913122,2021-05-25 08:25:22,0x00005465,0x00000000,0x00000000,57,20,121,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,275
1621913122,2021-05-25 08:25:22,0x00000000,0x00005465,0x00000000,49,8,34,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,275
1621913122,2021-05-25 08:25:22,0x00000000,0x00005465,0x00000000,53,12,36,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,275
1621913122,2021-05-25 08:25:22,0x00005465,0x00000000,0x00000000,45,8,123,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,275
1621913129,2021-05-25 08:25:29,0x00003d35,0x00000000,0x00000001,53,16,8,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,276
1621913130,2021-05-25 08:25:30,0x00000000,0x00003d35,0x00000001,45,8,38,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,276
1621913222,2021-05-25 08:27:02,0x00005465,0x00000000,0x00000001,52,15,131,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,277
1621913222,2021-05-25 08:27:02,0x00000000,0x00005465,0x00000001,49,8,46,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,277
1621913222,2021-05-25 08:27:02,0x00000000,0x00005465,0x00000000,54,13,48,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,277
1621913222,2021-05-25 08:27:02,0x00005465,0x00000000,0x00000000,45,8,133,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,277
1621913254,2021-05-25 08:27:34,0x0000ebb8,0x00000000,0x00000001,52,15,152,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,278
1621913254,2021-05-25 08:27:34,0x00000000,0x0000ebb8,0x00000001,45,8,52,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,278
1621913293,2021-05-25 08:28:13,0x00007181,0x00000000,0x00000001,52,15,34,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,279
1621913293,2021-05-25 08:28:13,0x00000000,0x00007181,0x00000001,45,8,57,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,279
1621913325,2021-05-25 08:28:45,0x00008dc0,0x00000000,0x00000001,52,15,195,b0:ce:18:14:00:01:2a:02,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,280
1621913325,2021-05-25 08:28:45,0x00000000,0x00008dc0,0x00000001,49,8,60,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,280
1621913379,2021-05-25 08:29:39,0x0000f6cd,0x00000000,0x00000001,52,15,165,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,281
1621913380,2021-05-25 08:29:40,0x00000000,0x0000f6cd,0x00000000,50,13,66,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,281
1621913380,2021-05-25 08:29:40,0x0000f6cd,0x00000000,0x00000001,45,8,167,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,281
1621913410,2021-05-25 08:30:10,0x0000cbf8,0x00000000,0x00000001,53,16,146,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,282
1621913411,2021-05-25 08:30:11,0x00000000,0x0000cbf8,0x00000001,45,8,69,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,282
1621913411,2021-05-25 08:30:11,0x00000000,0x0000cbf8,0x00000000,50,13,71,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,282
1621913411,2021-05-25 08:30:11,0x0000cbf8,0x00000000,0x00000000,45,8,147,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,282
1621913422,2021-05-25 08:30:22,0x00005465,0x00000000,0x00000000,57,20,147,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,283
1621913422,2021-05-25 08:30:22,0x00000000,0x00005465,0x00000000,49,8,74,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,283
1621913422,2021-05-25 08:30:22,0x00000000,0x00005465,0x00000000,53,12,76,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,283
1621913422,2021-05-25 08:30:22,0x00005465,0x00000000,0x00000000,45,8,149,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,283
1621913430,2021-05-25 08:30:30,0x00003d35,0x00000000,0x00000001,53,16,10,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,284
1621913430,2021-05-25 08:30:30,0x00000000,0x00003d35,0x00000001,45,8,77,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,284
1621913555,2021-05-25 08:32:35,0x0000ebb8,0x00000000,0x00000001,52,15,174,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,285
1621913555,2021-05-25 08:32:35,0x00000000,0x0000ebb8,0x00000001,45,8,88,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,285
1621913591,2021-05-25 08:33:11,0x00004360,0x00000000,0x00000001,48,11,69,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,286
1621913591,2021-05-25 08:33:11,0x00004360,0x00000000,0x00000001,53,16,71,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,286
1621913591,2021-05-25 08:33:11,0x00000000,0x00004360,0x00000001,45,8,92,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,286
1621913591,2021-05-25 08:33:11,0x00000000,0x00004360,0x00000000,51,14,94,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,286
1621913591,2021-05-25 08:33:11,0x00000000,0x00004360,0x00000001,45,8,95,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,286
1621913592,2021-05-25 08:33:12,0x00004360,0x00000000,0x00000000,45,8,72,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,286
1621913592,2021-05-25 08:33:12,0x00000000,0x00004360,0x00000001,50,13,97,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,286
1621913592,2021-05-25 08:33:12,0x00004360,0x00000000,0x00000001,53,16,74,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,286
1621913592,2021-05-25 08:33:12,0x00004360,0x00000000,0x00000001,45,8,75,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,286
1621913592,2021-05-25 08:33:12,0x00000000,0x00004360,0x00000001,45,8,98,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,286
1621913596,2021-05-25 08:33:16,0x00007181,0x00000000,0x00000001,52,15,36,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,287
1621913596,2021-05-25 08:33:16,0x00000000,0x00007181,0x00000001,45,8,100,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,287
1621913599,2021-05-25 08:33:19,0x00004360,0x00000000,0x00000001,52,15,77,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,288
1621913599,2021-05-25 08:33:19,0x00000000,0x00004360,0x00000001,45,8,101,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,288
1621913600,2021-05-25 08:33:20,0x00004360,0x00000000,0x00000001,53,16,79,00:0d:6f:00:0b:5c:a1:98,Ember Corporation,ZED,ZC,288
1621913600,2021-05-25 08:33:20,0x00000000,0x00004360,0x00000001,45,8,102,24:fd:5b:00:00:02:1d:72,Ember Corporation,ZC,ZED,288
1621913679,2021-05-25 08:34:39,0x0000f6cd,0x00000000,0x00000001,52,15,188,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,289
1621913679,2021-05-25 08:34:39,0x00000000,0x0000f6cd,0x00000000,50,13,110,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,289
1621913679,2021-05-25 08:34:39,0x0000f6cd,0x00000000,0x00000001,45,8,190,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,289
1621913691,2021-05-25 08:34:51,0x0000ebb8,0x00000000,0x00000001,53,16,185,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,290
1621913691,2021-05-25 08:34:51,0x00000000,0x0000ebb8,0x00000001,45,8,112,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,290
1621913713,2021-05-25 08:35:13,0x0000cbf8,0x00000000,0x00000001,53,16,149,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,291
1621913713,2021-05-25 08:35:13,0x00000000,0x0000cbf8,0x00000001,45,8,116,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,291
1621913713,2021-05-25 08:35:13,0x00000000,0x0000cbf8,0x00000000,50,13,118,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,291
1621913713,2021-05-25 08:35:13,0x0000cbf8,0x00000000,0x00000000,45,8,150,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,291
1621913722,2021-05-25 08:35:22,0x00005465,0x00000000,0x00000000,57,20,170,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,292
1621913722,2021-05-25 08:35:22,0x00000000,0x00005465,0x00000000,49,8,119,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,292
1621913722,2021-05-25 08:35:22,0x00000000,0x00005465,0x00000000,53,12,121,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,292
1621913722,2021-05-25 08:35:22,0x00005465,0x00000000,0x00000000,45,8,172,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,292
1621913730,2021-05-25 08:35:30,0x00003d35,0x00000000,0x00000001,53,16,12,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,293
1621913730,2021-05-25 08:35:30,0x00000000,0x00003d35,0x00000001,45,8,122,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,293
1621913822,2021-05-25 08:37:02,0x00005465,0x00000000,0x00000001,52,15,180,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,294
1621913822,2021-05-25 08:37:02,0x00000000,0x00005465,0x00000001,49,8,130,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,294
1621913822,2021-05-25 08:37:02,0x00000000,0x00005465,0x00000000,54,13,132,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,294
1621913822,2021-05-25 08:37:02,0x00005465,0x00000000,0x00000000,45,8,182,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,294
1621913856,2021-05-25 08:37:36,0x0000ebb8,0x00000000,0x00000001,52,15,199,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,295
1621913856,2021-05-25 08:37:36,0x00000000,0x0000ebb8,0x00000001,45,8,136,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,295
1621913899,2021-05-25 08:38:19,0x00007181,0x00000000,0x00000001,52,15,38,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,296
1621913899,2021-05-25 08:38:19,0x00000000,0x00007181,0x00000001,45,8,141,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,296
1621913932,2021-05-25 08:38:52,0x00008dc0,0x00000000,0x00000001,52,15,197,b0:ce:18:14:00:01:2a:02,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,297
1621913932,2021-05-25 08:38:52,0x00000000,0x00008dc0,0x00000001,49,8,144,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,297
1621913961,2021-05-25 08:39:21,0x00008dc0,0x00000000,0x00000001,57,20,199,b0:ce:18:14:00:01:2a:02,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,298
1621913961,2021-05-25 08:39:21,0x00000000,0x00008dc0,0x00000001,49,8,148,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,298
1621913961,2021-05-25 08:39:21,0x00000000,0x00008dc0,0x00000000,53,12,150,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,298
1621913962,2021-05-25 08:39:22,0x00008dc0,0x00000000,0x00000000,45,8,200,b0:ce:18:14:00:01:2a:02,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,298
1621913979,2021-05-25 08:39:39,0x0000f6cd,0x00000000,0x00000001,52,15,213,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,299
1621913979,2021-05-25 08:39:39,0x00000000,0x0000f6cd,0x00000000,50,13,153,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,299
1621913979,2021-05-25 08:39:39,0x0000f6cd,0x00000000,0x00000001,45,8,214,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,299
1621914016,2021-05-25 08:40:16,0x0000cbf8,0x00000000,0x00000001,53,16,152,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,300
1621914016,2021-05-25 08:40:16,0x00000000,0x0000cbf8,0x00000001,45,8,157,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,300
1621914016,2021-05-25 08:40:16,0x00000000,0x0000cbf8,0x00000000,50,13,159,24:fd:5b:00:00:02:1d:72,"SAMJIN Co., Ltd.",ZC,ZED,300
1621914016,2021-05-25 08:40:16,0x0000cbf8,0x00000000,0x00000000,45,8,153,28:6d:97:00:01:11:01:c1,"SAMJIN Co., Ltd.",ZED,ZC,300
1621914023,2021-05-25 08:40:23,0x00005465,0x00000000,0x00000000,57,20,197,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,301
1621914023,2021-05-25 08:40:23,0x00000000,0x00005465,0x00000000,49,8,161,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,301
1621914023,2021-05-25 08:40:23,0x00000000,0x00005465,0x00000000,53,12,163,24:fd:5b:00:00:02:1d:72,Silicon Laboratories,ZC,ZR,301
1621914023,2021-05-25 08:40:23,0x00005465,0x00000000,0x00000000,45,8,199,08:6b:d7:ff:fe:6e:6d:99,Silicon Laboratories,ZR,ZC,301
1621914030,2021-05-25 08:40:30,0x00003d35,0x00000000,0x00000001,53,16,14,24:fd:5b:00:01:07:18:e8,"SmartThings, Inc.",ZED,ZC,302
1621914030,2021-05-25 08:40:30,0x00000000,0x00003d35,0x00000001,45,8,164,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZED,302
1621914157,2021-05-25 08:42:37,0x0000ebb8,0x00000000,0x00000001,52,15,221,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,303
1621914157,2021-05-25 08:42:37,0x00000000,0x0000ebb8,0x00000001,45,8,175,24:fd:5b:00:00:02:1d:72,"SmartThings, Inc.",ZC,ZR,303
1621914201,2021-05-25 08:43:21,0x00007181,0x00000000,0x00000001,52,15,40,b0:ce:18:14:03:3b:30:23,"Zhejiang shenghui lighting co.,Ltd",ZED,ZC,304
1621914201,2021-05-25 08:43:21,0x00000000,0x00007181,0x00000001,45,8,180,24:fd:5b:00:00:02:1d:72,"Zhejiang shenghui lighting co.,Ltd",ZC,ZED,304
1621914279,2021-05-25 08:44:39,0x0000f6cd,0x00000000,0x00000001,52,15,234,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,305
1621914280,2021-05-25 08:44:40,0x00000000,0x0000f6cd,0x00000000,50,13,188,24:fd:5b:00:00:02:1d:72,Texas Instruments,ZC,ZR,305
1621914280,2021-05-25 08:44:40,0x0000f6cd,0x00000000,0x00000001,45,8,237,00:12:4b:00:22:ee:28:a8,Texas Instruments,ZR,ZC,305
1621914293,2021-05-25 08:44:53,0x0000ebb8,0x00000000,0x00000001,53,16,232,24:fd:5b:00:01:04:50:a5,"SmartThings, Inc.",ZR,ZC,306
