Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Src_device,Dst_device,Burst,Gap
1611807386,2021-01-28 09:16:26,0x00000000,0x0000d844,50,13,179,ZC,ZR,1,582
1611807386,2021-01-28 09:16:26,0x0000d844,0x00000000,53,16,234,ZR,ZC,1,582
1611807386,2021-01-28 09:16:26,0x0000d844,0x00000000,45,8,236,ZR,ZC,1,582
1611807386,2021-01-28 09:16:26,0x00000000,0x0000d844,45,8,59,ZC,ZR,1,582
