Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Src_device,Dst_device,Burst,Gap
1611766008,2021-01-27 21:46:48,0x00006b24,0x00000000,52,15,249,ZR,ZC,1,300
1611766009,2021-01-27 21:46:49,0x00000000,0x00006b24,52,13,82,ZC,ZR,1,300
1611766009,2021-01-27 21:46:49,0x00006b24,0x00000000,45,8,251,ZR,ZC,1,300
